contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType
NDXP250523C15750000,2025-04-23 19:51:06+00:00,15750.0,3076.74,4326.9,4399.4,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call
NDXP250523C17150000,2025-04-25 15:53:56+00:00,17150.0,2235.72,2967.3,3039.6,0.0,0.0,1.0,1,0.39793235130310056,True,REGULAR,USD,call
NDXP250523C17175000,2025-04-25 15:53:56+00:00,17175.0,2212.93,2784.9,3117.0,0.0,0.0,1.0,1,0.5436408856582644,True,REGULAR,USD,call
NDXP250523C17200000,2025-05-01 18:40:06+00:00,17200.0,2797.85,2761.5,3094.0,0.0,0.0,1.0,0,0.5422447204208376,True,REGULAR,USD,call
NDXP250523C17350000,2025-05-01 18:40:06+00:00,17350.0,2654.35,2611.5,2940.1,0.0,0.0,2.0,0,0.5161295640945435,True,REGULAR,USD,call
NDXP250523C17400000,2025-05-01 18:40:06+00:00,17400.0,2607.05,2715.9,2788.7,0.0,0.0,1.0,0,0.3668390648269654,True,REGULAR,USD,call
NDXP250523C17575000,2025-04-21 17:03:51+00:00,17575.0,815.3,2546.7,2619.4,0.0,0.0,,1,0.35734056362152095,True,REGULAR,USD,call
NDXP250523C17775000,2025-04-14 18:15:11+00:00,17775.0,1522.75,2352.3,2429.7,0.0,0.0,,1,0.3506000609588622,True,REGULAR,USD,call
NDXP250523C18000000,2025-04-11 19:23:02+00:00,18000.0,1380.0,2132.7,2201.3,0.0,0.0,,1,0.31785502708435054,True,REGULAR,USD,call
NDXP250523C18025000,2025-04-21 19:43:06+00:00,18025.0,602.3,2121.5,2188.3,0.0,0.0,1.0,1,0.33207798360824586,True,REGULAR,USD,call
NDXP250523C18050000,2025-04-22 18:18:39+00:00,18050.0,798.3,2088.9,2155.3,0.0,0.0,,2,0.3176948114013671,True,REGULAR,USD,call
